feature,question,rel_question,labels
"have it or don't leave the house at all ""LEAVING QATAR?",What are the things you must do or have before leaving your house??,"MOST IMPORTANT QUESTION TO QL MEMBERS........ """"PEOPLE ARE LEAVING QATAR BECAUSE OF RISE IN RENT AND COST OF LIVING"""". I ALSO HEARD THAT LOTS OF PEOPLE WITH FAMILIES SHIFTING FROM QATAR TO OTHER PLACES. SCHOOLS IN QATAR ALSO FACING PROBLEMS WITH DISCONTINUATION IN ATTENDANCE ROLL.IS IT TRUE?""",Irrelevant
have it or don't leave the house at all Sending Fillipino maid home for vacation,What are the things you must do or have before leaving your house??,Hi - we are planning to send our maid back to Phillipines for a holiday. What do I need to do in order to ensure sje can come back? - I plan to visit the Phillipine labour office (she came through an agency but I have no contract with her so want to see if I need this done first) - Then apply for exit permit (can I do this online?) - Then I hear I need something like a re enty visa? Any one know what this is and how to get one? Thanks!,Irrelevant
have it or don't leave the house at all Doha School Places September 2012,What are the things you must do or have before leaving your house??,Hi everyone; my Husband has just got a Job with Qatar Airways and i'm hoping to get my three children into a British School in Doha in September 2012; i need a place in Year 3; Year 2 and Reception. can anybody advise on how likely that is ? i'm not sure if i should stay in the UK until i can get the children into a School or could that be a really long wait ??? any information would be greatly received; Many Thanks XX,Irrelevant
have it or don't leave the house at all basic salary for Philipino miad?,What are the things you must do or have before leaving your house??,I tried searching on this topic; but I falied to find an answer. What is the basic salary for a Filipino maid if I hire through an agency?,Irrelevant
have it or don't leave the house at all The new QL: Copy & Paste Newsarticles,What are the things you must do or have before leaving your house??,It seems that most posts these days are copy & paste jobs of upsetting / sad / negative news from newspapers. Is this all we can come up with? Where are happy and cheerful news and posts? I miss those days...,Irrelevant
have it or don't leave the house at all Painting home,What are the things you must do or have before leaving your house??,So; how much it should cost to paint a 3BHK house if all the washable paints are used? In 2 bedrooms the coloring man is going to use the computer mix shade (What's this). So; if you are having any kind of painting experience please share with me; with an estimate of course.,Irrelevant
Do You Think Qatar Will Be Like Dubai ? Moving from Dubai to Doha,Do You Think Qatar Will Be Like Dubai after how many Years????,My family and I are moving to Doha in August. We want to bring our 2 jeeps with us. I would like to drive both from Dubai to Doha. Can anyone tell me the procedure and paperwork needed? Also; can I drive my wife's car or can a friend drive it for her? And finally can I bring some of our personal effects with us in the car? If anyone can help with these questions that would be great.,Irrelevant
Do You Think Qatar Will Be Like Dubai ? From Dubai to Qatar,Do You Think Qatar Will Be Like Dubai after how many Years????,I've been offered a job in Qatar. The money seems great. Is the standard of living; cost of living the smae compared to Dubai? What about night life - Can 1 go out and have fun like in Dubai? Is their open beaches and park to chill and relax? What about living arrangements - Can I bring my fiance; whom I'll wed in December 2008 - Can we stay together? Please somebody - Help me decide. Brendan,Relevant
Do You Think Qatar Will Be Like Dubai ? Bus from Doha to Dubai,Do You Think Qatar Will Be Like Dubai after how many Years????,Hi I want to travel to Dubai to meet a friend in IDD but travel by plane is expensive. Can anyone let me know if there is a bus service from Doha to Dubai. How to get a visa and what to do? Are there any tour operators who would provide a complete 4-5 days tour of Dubai that includes travel by bus; visa; cheap hotel etc.,Irrelevant
Do You Think Qatar Will Be Like Dubai ? Expats buying property in Qatar,Do You Think Qatar Will Be Like Dubai after how many Years????,Have any expats on this forum either bought property in Qatar; or considered buying and then rejected - i.e zig zag towers; the Pearl etc ? I'm trying to evaluate whether or not this would be a good investment. What do you think are the potential risks and upsides ? If you have bought; what was your experience of the process and in hindsight; was it a good decision ? Regards,Irrelevant
Do You Think Qatar Will Be Like Dubai ? Dubai - Paradise,Do You Think Qatar Will Be Like Dubai after how many Years????,Dubai: From riches to rags Just say the word Dubai and the images appear: impossible glass structures glistening in the year-round sun; perfect man-made beaches; yachts; private helicopters; malls and spreads of food that would satisfy Roman emperors - all the things huge amounts of new money can buy. But: http://news.bbc.co.uk/panorama/hi/front_page/newsid_7981000/7981320.stm Nothing new; eh?,Relevant
